References
,"Schmidt-Kloiber, A. & Hering, D.",2015,"www.freshwaterecology.info - an online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences. Ecological Indicators 53: 271-282. doi: 10.1016/j.ecolind.2015.02.007"
,"Schmidt-Kloiber, A. & Hering, D. (eds.)",2024,"www.freshwaterecology.info - the taxa and autecology database for freshwater organisms, version 8.0 (accessed on 09.06.2024)."

"Ecological parameter:","temperature preference (KLIWA)","","",
"Taxagroup: ","Bivalvia","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Ephemeroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Heteroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Odonata","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Plecoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Trichoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."


Taxagroup,Family,Subfamily,Taxon,temperature preference (KLIWA),,,
"Taxagroup","Family","Subfamily","Taxon","focus temp","specificity","Ref"
"Plecoptera","LEUCTRIDAE","[Fam:LEUCTRIDAE]","Pachyleuctra ribauti","","",""
"Plecoptera","LEUCTRIDAE","[Fam:LEUCTRIDAE]","Tyrrhenoleuctra minuta","","",""
"Plecoptera","LEUCTRIDAE","[Fam:LEUCTRIDAE]","Tyrrhenoleuctra tangerina","","",""
"Plecoptera","LEUCTRIDAE","[Fam:LEUCTRIDAE]","Tyrrhenoleuctra zavattarii","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura arcadia","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura borealis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura chiffensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura guadarramensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura hibernatarii","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura mirabilis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura ohridana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura palmeni","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura quadrangularis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura sperchiana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura standfussi","15.72","0.986",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura sulcicollis","15.84","0.961",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura trialetica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Amphinemura triangularis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura aetolica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura anas","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura apollo","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura arctica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura asceta","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura avicularis","14.53","3.229",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura babiagorensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura braaschi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura brevipennis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura bulgarica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura caligula","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura cambrica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura carpathica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura ceciliae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura cinerea cinerea","15.52","0.934",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura cinerea selene","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura cinerea turcica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura confusa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura dromokeryx","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura dubitans","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura elegantula","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura erratica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura flaviscapa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura flexuosa","14.76","1.489",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura fulviceps","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura fusca","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura hamata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura hesperiae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura illiesi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura kownackorum","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura lacustris","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura linguata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura longicauda","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura lucana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura marginata","12.93","5.539",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura martynovia","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura minima","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura monae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura monticola","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura mortoni","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura moselyi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura navasi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura obtusa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura oropensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura ovoidalis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pallida","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura palliventris","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura peristeri","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pesarinii","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pirinensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pseudoerratica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pygmaea","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura rifensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura rivorum","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sahlbergi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sciurus","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sinuata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura subtilis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura taurica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura transsylvanica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura uncinata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura undulata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura viki","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura vinconi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura wittmeri","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura xistralensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura zwicki","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemurella pictetii","13.83","3.726",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura abchasica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aculeata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aestiva","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aki","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura albanica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura alcazaba","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura algirica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura algovia","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura alticola","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura androsiana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura angelieri","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aroania","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura asturica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura auberti","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ausonia ausonia","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ausonia padana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura austriaca","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura autumnalis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica adana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica bacurianica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica bythinica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura beatensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura beaumonti","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura besucheti","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bifida","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bipartita","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brachystyla","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brevistyla","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brittaini","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bucolica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura canigolensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura capitata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura caprai","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura consiglioi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura corsicana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura costai","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura cressa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura culmenis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura dilatata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura elisabethae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura eumontana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura fusunae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura gladifera","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura globosa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura helenae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hiberiaca","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hirpina","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hispanica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hrabei","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ichnusae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura illiesi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata intricata","14.65","2.509",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata pseudintricata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata taygetiana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura isabellae","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura italica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura izmiriana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura julia","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura lagrecai","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura lateralis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura libanocypria","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura macrura","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura malickyi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura mattheyi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura meyeri","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura miatchense","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura microstyla","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura montana","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura navacerrada","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nimborella","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nimborum","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nitida","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura oitica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura oreas","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura praecox graeca","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura praecox praecox","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura pseudonimborum","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura pyrenaica","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura rauschi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ressli","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura risi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ruffoi","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura salfii","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura sicula","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura siveci","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura spinulata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura spinulosa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura strandschaensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura talboti","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tarda","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura teberdensis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura triangulata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tuberculata","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tyrrhena","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura umbrosa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vandeli","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vercingetorix","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vernalis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura viridis","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vonbursa","","",""
"Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura zhiltzovae","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina elegantula","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina senilis","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina werneri","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras cephalotes","13.83","3.481",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras ferreri","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras megacephala","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Eoperla ochracea","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Helenoperla malickyi","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Marthamea selysii","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Marthamea vitripennis","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Paragnetina spinulifera","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla abdominalis","14.44","3.088",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla abdominalis/carantana","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla bipunctata","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla carantana","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla caucasica","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla grandis","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla hrovati","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla illiesi","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla kiritshenkoi","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla madritensis","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla marginata","14.28","2.212",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla pallida","","",""
"Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla zwicki","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Afroperlodes lecerfi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Arcynopteryx compacta","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Arcynopteryx dichroa","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus bicolor","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus illyricus","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus imhoffi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus ravizzarum","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus ventralis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis caucasica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis mirabilis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis nigrita","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Dictyogenus alpinum","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Dictyogenus fontium","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Diura bicaudata","13.29","6.254",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Diura nanseni","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Filchneria balcarica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Guadalgenus franzi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Hemimelaena flaviventris","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isogenus nubecula","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla acicularis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla albanica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ambigua","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla andreinii","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla armeniaca","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla auberti","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla belai","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla bipartita","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla bithynica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla breviptera","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla buresi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla carbonaria","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla carpathica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla chius","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla claudiae","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla curtata","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla difformis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla flava","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla goertzi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla grammatica","13.95","2.953",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla hyblaea","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ikariae","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla illyrica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ilvana","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla inermis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla insularis","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla kir","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla lesbica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla lugens","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla luzoni","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla moselyi","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla nevada","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla obscura","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla oenotriae","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla orobica","","",""
"Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla oxylepis balcanica","","",""
