References
,"Schmidt-Kloiber, A. & Hering, D.",2015,"www.freshwaterecology.info - an online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences. Ecological Indicators 53: 271-282. doi: 10.1016/j.ecolind.2015.02.007"
,"Schmidt-Kloiber, A. & Hering, D. (eds.)",2024,"www.freshwaterecology.info - the taxa and autecology database for freshwater organisms, version 8.0 (accessed on 09.06.2024)."

"Ecological parameter:","temperature preference (KLIWA)","","",
"Taxagroup: ","Bivalvia","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Ephemeroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Heteroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Odonata","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Plecoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Trichoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."


Taxagroup,Family,Subfamily,Taxon,temperature preference (KLIWA),,,
"Taxagroup","Family","Subfamily","Taxon","focus temp","specificity","Ref"
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus auricula","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus binotatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus bipunctatus","15.9","1.047",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus borealis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus caucasicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus centralis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus cianficconiae","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus coenosus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus decipiens","17.51","1.333",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus diphyes","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus dispar","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus elegans","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus externus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus extricatus","15.69","1.102",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus femoralis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus femoratus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus fenestratus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus flavicornis","17.12","0.489",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus flavospinosus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus fuscicornis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus fuscinervis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus germanus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus graecus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus griseus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus guadarramicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus helveticus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus hirsutus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus ignavus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus impunctatus aduncus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus incisus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus italicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus lunatus","16.48","0.405",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus luridus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus major","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus malickyi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus marmoratus","17.19","1.44",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus microdentatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus minos","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus nigriceps","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus nybomi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus obsoletus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus pantodapus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus pati","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus peculiaris","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus petri","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus picturatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus politus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus ponticus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus quadratus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus rhombicus reseri","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus rhombicus rhombicus","16.21","0.493",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus sericeus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus sparsus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus stigma","16.22","1.667",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus subcentralis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus subnitidus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus tauricus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus vallei","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus vittatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Limnephilus wittmeri","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax austriacus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax melampus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax mucoreus","14.58","1.55",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax nepos nepos","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax nepos trangulifera","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax polonicus banaticus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax polonicus gutinicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax polonicus polonicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Melampophylax vestinorum","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax aspersus aspersus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax aspersus canariensis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax impunctatus aduncus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax impunctatus impunctatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax impunctatus zetlandicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax morettii","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax oblitus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Mesophylax sardous","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna baduka","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna casareica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna clavata","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna coiffaiti","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna fissa","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna hatatitla","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna lateralis","15","3.693",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna lavandieri","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna malaspina","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna malatesta","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna muechleni","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna muehleni","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna nycterobia","14.36","2.41",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna sequax","13.57","3.084",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna sipahilerae","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna solotarewi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna taurica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna terekensis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna testacea","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Micropterna wageneri","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Nemotaulius punctatolineatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Parachiona picicornis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Platyphylax frauenfeldi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax albergaria","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax borislavi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax carpathicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus alpinus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus cingulatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus depilis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus gambaricus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus ibericus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax cingulatus inermis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax excisus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax goulandriorum","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax gurunaki","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax haidukorum","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax juliani","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax jungi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax latipennis","15","1.24",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax luctuosus armeniacus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax luctuosus luctuosus","14.74","1.272",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax millenii","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax nigricornis","14.15","2.245",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax pallidus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax rotundipennis","16.66","0.749",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax schmidi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Potamophylax winneguthi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Pseudopsilopteryx zimmeri","14.4","2.434",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopterna alageza","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopterna pevzovi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx bosniaca","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx curviclavatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx montanus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa bohemosaxonica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa carpathica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa gutinensis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa psorosa","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa retezatica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx psorosa transsylvanica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx schmidi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx turcicus aladagensis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Psilopteryx turcicus turcicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus alpestris alpestris","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus alpestris macedonicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus alpestris meridiocarpaticus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus alpestris spinifer","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus alpestris sylvanocarpaticus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rhadicoleptus ucenorum","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rizeiella anatolica","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Rizeiella camiliensis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax alex","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax bischofi","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax crossotus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax espanioli","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax meridiorientalis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax minoicus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax mitis","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax mucronatus","","",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax permistus","14.89","2.76",""
"Trichoptera","LIMNEPHILIDAE","LIMNEPHILINAE","Stenophylax vibex","","",""
"Trichoptera","MOLANNIDAE","[Fam:MOLANNIDAE]","Molanna albicans","","",""
"Trichoptera","MOLANNIDAE","[Fam:MOLANNIDAE]","Molanna angustata","17.72","1.211",""
"Trichoptera","MOLANNIDAE","[Fam:MOLANNIDAE]","Molanna nigra","","",""
"Trichoptera","MOLANNIDAE","[Fam:MOLANNIDAE]","Molanna submarginalis","","",""
"Trichoptera","MOLANNIDAE","[Fam:MOLANNIDAE]","Molannodes tinctus","","",""
"Trichoptera","ODONTOCERIDAE","ODONTOCERINAE","Odontocerum albicorne","14.24","2.271",""
"Trichoptera","ODONTOCERIDAE","ODONTOCERINAE","Odontocerum hellenicum","","",""
"Trichoptera","ODONTOCERIDAE","ODONTOCERINAE","Odontocerum lusitanicum","","",""
"Trichoptera","PHILOPOTAMIDAE","[Fam:PHILOPOTAMIDAE]","Wormaldia subterranea","","",""
"Trichoptera","PHILOPOTAMIDAE","CHIMARRINAE","Chimarra marginata","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Dolophilodes ornata","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus achemenus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus corsicanus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus liguricus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus ludificatus","13.17","6.418",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus arvernicus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus caurelensis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus insularis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus montanus","14.15","1.851",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus perversus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus montanus siculus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus tenuis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus variegatus amphilectus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus variegatus flavidus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus variegatus hispanicus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Philopotamus variegatus variegatus","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia arriba","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia artillac","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia asterusia","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia balcanica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia beaumonti","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia bulgarica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia cantabrica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia charalambi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia copiosa botosaneaunui","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia copiosa copiosa","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia corvina","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia dizkiran","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia echinata","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia gardensis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia hemsinensis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia ikizdere","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia joosti","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia kakopetros","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia khourmai","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia kimminsi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia langohri","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia lusitanica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia mediana mediana","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia mediana nielseni","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia moselyi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis bosniaca","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis hellenica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis juliani","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis meridionalis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis morettii","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis occipitalis","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis serratosioi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis subterranea","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia occipitalis vaillantorum","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia pulla marlieri","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia pulla pulla","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia saldetica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia subnigra","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia tagananana","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia triangulifera","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia vargai","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata corsicana","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata denisi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata maclachlani","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata mattheyi","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata variegata","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia variegata vercorsica","","",""
"Trichoptera","PHILOPOTAMIDAE","PHILOPOTAMINAE","Wormaldia yavuzi","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia crassicornis","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia czerskii","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia obsoleta","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia pagetana","16.39","0.998",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia picta","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia principalis","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia sahlbergi","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Agrypnia varia","16.3","1.02",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Hagenella clathrata","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Holostomis atrata","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Holostomis phalaenoides","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Oligostomis reticulata","15.15","2.378",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Oligotricha lapponica","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Oligotricha striata","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea bipunctata","17.76","1.599",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea grandis grandis","17.28","1.805",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea grandis nattereri","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea grandis ochrida","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea grandis rotundata","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea grandis serti","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea ochrida","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Phryganea rotundata","","",""
"Trichoptera","PHRYGANEIDAE","PHRYGANEINAE","Trichostegia minor","","",""
